2018-2019 Award Year Direct Loan Volume by School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Cumulative Activity through Quarter ending (6/30/2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: Common Origination and Disbursement (COD) System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data as of Oct 1, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,DL SUBSIDIZED,,,,,DL UNSUBSIDIZED - UNDERGRADUATE,,,,,DL UNSUBSIDIZED - GRADUATE,,,,,DL PARENT PLUS,,,,,DL GRAD PLUS,,,,
00729700,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,CO,800209988,Proprietary,171,232,"$861,493.00",594,"$829,438.00",173,235,"$1,020,343.00",603,"$969,032.00",-,-, -,-, -,44,60,"$635,254.00",172,"$615,346.00",-,-, -,-, -
00730300,LINCOLN TECHNICAL INSTITUTE,CT,060512904,Proprietary,"3,424","4,197","$11,609,202.00","7,776","$11,057,988.00","3,520","5,168","$15,262,677.00","9,623","$14,450,771.00",-,-, -,-, -,642,812,"$5,346,172.00","1,540","$5,158,293.00",-,-, -,-, -
00730400,CULINARY INSTITUTE OF AMERICA,NY,125381499,Private-Nonprofit,"1,603","2,093","$6,505,997.00","3,086","$6,499,247.00","1,657","2,256","$5,604,517.00","3,316","$5,598,517.00",7,7,"$122,160.00",13,"$122,160.00",480,662,"$11,666,382.00",942,"$11,666,382.00",2,2,"$39,520.00",4,"$39,520.00"
00730500,PORTER AND CHESTER INSTITUTE OF HAMDEN,CT,065144132,Proprietary,374,436,"$1,165,733.00",996,"$1,087,606.00",388,432,"$1,722,857.00",993,"$1,601,802.00",-,-, -,-, -,71,80,"$571,544.00",188,"$545,291.00",-,-, -,-, -
00731600,WESTERN IOWA TECH COMMUNITY COLLEGE,IA,511061997,Public,"1,236","1,300","$3,197,908.00","2,329","$3,197,908.00","1,185","1,343","$4,137,509.00","2,413","$4,137,509.00",-,-, -,-, -,24,26,"$126,954.00",48,"$126,954.00",-,-, -,-, -
00735000,ANOKA TECHNICAL COLLEGE,MN,553031590,Public,630,703,"$1,928,566.00","1,274","$1,926,816.00",752,861,"$3,376,906.00","1,534","$3,376,823.00",-,-, -,-, -,8,9,"$69,642.00",17,"$66,642.00",-,-, -,-, -
00737500,ISLAND DRAFTING & TECHNICAL INSTITUTE,NY,117012704,Proprietary,47,75,"$280,623.00",147,"$277,339.00",46,74,"$262,900.00",150,"$259,900.00",-,-, -,-, -,6,10,"$102,095.00",20,"$102,095.00",-,-, -,-, -
00738700,LONG ISLAND BEAUTY SCHOOL,NY,117884346,Proprietary,82,82,"$253,717.00",131,"$219,508.00",84,84,"$287,639.00",137,"$240,080.00",-,-, -,-, -,12,12,"$66,776.00",19,"$52,217.00",-,-, -,-, -
00738800,LONG ISLAND BEAUTY SCHOOL,NY,115503704,Proprietary,31,31,"$99,385.00",50,"$87,135.00",33,33,"$151,157.00",53,"$125,407.00",-,-, -,-, -,5,5,"$22,815.00",12,"$22,815.00",-,-, -,-, -
00739400,BERKELEY COLLEGE,NY,100174604,Proprietary,"2,780","3,747","$11,428,597.00","6,053","$10,253,821.00","2,794","4,511","$13,727,899.00","7,370","$12,467,607.00",-,-, -,-, -,289,389,"$2,934,955.00",672,"$2,651,025.00",-,-, -,-, -
00740100,MANDL SCHOOL,NY,100195516,Proprietary,637,781,"$2,570,011.00","1,443","$2,404,387.00",582,728,"$3,107,513.00","1,349","$2,958,282.00",-,-, -,-, -,38,44,"$407,820.00",81,"$400,870.00",-,-, -,-, -
00743600,BRIGHTWOOD CAREER INSTITUTE,PA,152221977,Proprietary,78,79,"$159,829.00",117,"$120,739.00",83,90,"$259,525.00",129,"$192,229.00",-,-, -,-, -,7,7,"$26,373.00",12,"$21,015.00",-,-, -,-, -
00743700,PITTSBURGH TECHNICAL COLLEGE,PA,150713205,Private-Nonprofit,"1,506","1,859","$5,917,443.00","4,443","$5,609,520.00","1,511","1,852","$5,894,295.00","4,438","$5,592,039.00",-,-, -,-, -,403,497,"$4,468,522.00","1,234","$4,274,024.00",-,-, -,-, -
00743900,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,TN,379182583,Proprietary,18,18,"$82,820.00",20,"$43,260.00",14,14,"$49,500.00",17,"$28,850.00",-,-, -,-, -,1,1,"$1,900.00",1,$950.00,-,-, -,-, -
00744700,DEL-MAR-VA BEAUTY ACADEMY,MD,218046952,Proprietary,44,48,"$144,031.00",89,"$142,281.00",43,46,"$156,410.00",91,"$155,410.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00745900,PAIER COLLEGE OF ART,CT,065143902,Proprietary,49,49,"$180,817.00",89,"$180,817.00",52,54,"$203,177.00",99,"$203,177.00",-,-, -,-, -,7,8,"$47,932.00",12,"$47,932.00",-,-, -,-, -
00746500,AMERICAN ACADEMY OF DRAMATIC ARTS,NY,100167089,Private-Nonprofit,274,274,"$1,042,091.00",526,"$1,032,341.00",299,316,"$1,041,965.00",597,"$1,035,965.00",-,-, -,-, -,122,131,"$3,954,910.00",262,"$3,954,910.00",-,-, -,-, -
00746600,LIM COLLEGE,NY,100225268,Proprietary,874,974,"$3,824,566.00","1,634","$3,804,316.00",943,"1,069","$3,350,588.00","1,822","$3,339,588.00",215,305,"$4,493,080.00",489,"$4,472,580.00",413,482,"$10,542,347.00",861,"$10,509,938.00",81,99,"$1,213,377.00",171,"$1,213,377.00"
00746800,SCHOOL OF VISUAL ARTS,NY,100103994,Proprietary,"1,165","1,166","$5,124,434.00","2,239","$5,124,434.00","1,187","1,193","$3,469,110.00","2,289","$3,469,110.00",165,166,"$3,237,149.00",341,"$3,237,149.00",457,498,"$15,445,613.00",911,"$15,445,613.00",98,107,"$3,572,355.00",213,"$3,572,355.00"
00746900,HUSSIAN COLLEGE,PA,191304148,Proprietary,"1,482","2,222","$4,960,386.00","3,826","$4,719,775.00","1,595","2,834","$6,563,243.00","4,953","$6,165,917.00",-,-, -,-, -,130,231,"$2,833,526.00",281,"$2,821,596.00",-,-, -,-, -
00747000,ART INSTITUTE OF PITTSBURGH (THE),PA,152191301,Proprietary,"1,442","1,536","$3,035,287.00","2,607","$2,966,247.00","1,441","1,521","$4,267,348.00","2,537","$4,192,931.00",-,-, -,-, -,100,102,"$532,101.00",190,"$495,116.00",-,-, -,-, -
00747300,CHOFFIN CAREER & TECHNICAL CENTER,OH,445031628,Public,42,42,"$110,513.00",75,"$110,513.00",60,61,"$252,595.00",109,"$252,595.00",-,-, -,-, -,2,2,"$12,650.00",4,"$12,650.00",-,-, -,-, -
00748400,NEWBURY COLLEGE,MA,024455796,Private-Nonprofit,464,464,"$1,852,848.00",833,"$1,792,398.00",481,481,"$1,325,870.00",857,"$1,268,246.00",-,-, -,-, -,164,179,"$2,344,575.00",330,"$2,298,831.00",-,-, -,-, -
00749100,BRIGHTWOOD COLLEGE,MD,212271063,Proprietary,204,205,"$436,278.00",285,"$301,603.00",204,204,"$655,579.00",271,"$434,724.00",-,-, -,-, -,26,26,"$91,894.00",35,"$60,433.00",-,-, -,-, -
00750200,BERKELEY COLLEGE,NJ,074243367,Proprietary,"2,905","3,890","$11,487,557.00","6,319","$10,050,659.00","2,854","4,183","$13,629,960.00","6,791","$11,917,641.00",140,276,"$1,793,853.00",467,"$1,574,362.00",201,263,"$1,944,064.00",459,"$1,763,763.00",1,2,"$13,514.00",3,"$13,514.00"
00751800,APEX TECHNICAL SCHOOL,NY,111014602,Proprietary,"1,075","1,095","$2,819,330.00","2,084","$2,721,330.00","1,122","1,144","$4,268,261.00","2,180","$4,110,761.00",-,-, -,-, -,169,171,"$1,159,947.00",331,"$1,128,046.00",-,-, -,-, -
00752200,CONTINENTAL SCHOOL OF BEAUTY CULTURE,NY,146233231,Proprietary,547,582,"$1,294,006.00",925,"$1,223,490.00",648,698,"$2,526,282.00","1,198","$2,378,700.00",-,-, -,-, -,67,69,"$349,722.00",124,"$342,913.00",-,-, -,-, -
00752900,CHESTER COUNTY INTERMEDIATE UNIT PRACTICAL NURSING PROGRAM,PA,193353043,Public,93,113,"$359,328.00",213,"$359,328.00",102,137,"$630,296.00",254,"$630,296.00",-,-, -,-, -,3,3,"$18,711.00",6,"$18,711.00",-,-, -,-, -
00753100,ACADEMY OF ART UNIVERSITY,CA,941053410,Proprietary,"4,199","4,461","$14,506,623.00","6,622","$14,496,373.00","4,084","4,509","$17,010,701.00","6,833","$17,001,659.00","1,346","1,468","$21,918,858.00","2,272","$21,918,858.00","1,025","1,365","$25,116,638.00","2,135","$25,082,899.00",675,851,"$10,879,511.00","1,311","$10,873,173.00"
00753200,FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,NY,144248395,Public,"1,425","1,460","$4,142,694.00","2,551","$4,132,695.00","1,406","1,475","$4,985,238.00","2,594","$4,972,163.00",-,-, -,-, -,47,51,"$261,751.00",103,"$261,751.00",-,-, -,-, -
00753600,COSUMNES RIVER COLLEGE,CA,958235799,Public,460,495,"$1,400,288.00",841,"$1,398,538.00",421,475,"$1,747,906.00",788,"$1,746,906.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00754000,MISSOURI BAPTIST UNIVERSITY,MO,631418698,Private-Nonprofit,"1,188","1,191","$4,914,258.00","2,212","$4,840,030.00","1,332","1,337","$5,810,763.00","2,519","$5,725,343.00",620,623,"$8,321,184.00","1,347","$8,206,295.00",218,223,"$2,579,506.00",445,"$2,579,505.00",16,16,"$102,102.00",20,"$102,102.00"
00754400,APPALACHIAN BIBLE COLLEGE,WV,258809554,Private-Nonprofit,58,58,"$229,904.00",106,"$229,904.00",37,37,"$90,224.00",68,"$90,224.00",-,-, -,-, -,4,4,"$45,741.00",7,"$45,741.00",-,-, -,-, -
00754900,COYNE COLLEGE,IL,606023302,Proprietary,419,429,"$1,141,732.00","1,828","$978,675.00",448,462,"$1,723,085.00","1,988","$1,451,488.00",-,-, -,-, -,68,75,"$416,560.00",364,"$356,390.00",-,-, -,-, -
00755500,LAKES REGION COMMUNITY COLLEGE,NH,032461326,Public,342,380,"$1,102,842.00",694,"$1,069,249.00",355,411,"$1,325,448.00",733,"$1,279,232.00",-,-, -,-, -,29,38,"$303,211.00",73,"$299,079.00",-,-, -,-, -
00756000,RIVER VALLEY COMMUNITY COLLEGE,NH,037439707,Public,289,334,"$1,028,204.00",561,"$896,036.00",279,346,"$1,460,156.00",581,"$1,256,094.00",-,-, -,-, -,2,2,"$8,500.00",4,"$8,500.00",-,-, -,-, -
00757000,HELENA COLLEGE UNIVERSITY OF MONTANA,MT,596013098,Public,385,425,"$1,257,028.00","1,281","$1,254,778.00",344,407,"$1,480,394.00","1,239","$1,480,394.00",-,-, -,-, -,15,16,"$125,618.00",51,"$125,618.00",-,-, -,-, -
00757200,AMERICAN MUSICAL & DRAMATIC ACADEMY,NY,100232106,Private-Nonprofit,"1,330","1,605","$6,592,767.00","2,776","$5,913,688.00","1,352","1,648","$3,927,492.00","2,849","$3,526,971.00",-,-, -,-, -,973,"1,264","$39,160,480.00","2,211","$34,807,433.00",-,-, -,-, -
00757300,EMPIRE BEAUTY SCHOOL,NY,111034028,Proprietary,"1,165","1,311","$3,395,620.00","2,250","$3,175,912.00","1,199","1,363","$4,974,969.00","2,382","$4,628,952.00",-,-, -,-, -,181,201,"$1,071,501.00",351,"$990,245.00",-,-, -,-, -
00758200,AIMS COMMUNITY COLLEGE,CO,806343002,Public,456,506,"$1,345,916.00",905,"$1,338,516.00",363,411,"$1,177,830.00",744,"$1,173,679.00",-,-, -,-, -,16,17,"$158,819.00",28,"$147,727.00",-,-, -,-, -
00758800,CAPRI COLLEGE,IA,520040873,Proprietary,105,116,"$347,716.00",211,"$327,983.00",109,144,"$361,900.00",263,"$340,886.00",-,-, -,-, -,23,27,"$104,647.00",51,"$101,421.00",-,-, -,-, -
00759300,PARISIAN BEAUTY ACADEMY PAUL MITCHELL PARTNER SCHOOL,NJ,076015509,Proprietary,361,391,"$967,114.00",720,"$890,112.00",384,417,"$1,399,776.00",781,"$1,254,289.00",-,-, -,-, -,79,81,"$656,717.00",165,"$647,710.00",-,-, -,-, -
00759800,HOCKING TECHNICAL COLLEGE,OH,457649582,Public,"1,209","1,282","$3,589,152.00","3,940","$3,478,634.00","1,278","1,363","$4,454,761.00","4,193","$4,274,419.00",-,-, -,-, -,181,190,"$1,319,549.00",595,"$1,315,888.00",-,-, -,-, -
00760000,INTERNATIONAL BEAUTY SCHOOL,WV,254013231,Proprietary,76,86,"$267,986.00",161,"$267,986.00",83,95,"$344,215.00",181,"$339,966.00",-,-, -,-, -,7,7,"$36,521.00",17,"$36,521.00",-,-, -,-, -
00760700,CONCORDE CAREER COLLEGE,CA,916063134,Proprietary,561,745,"$2,217,081.00","1,633","$2,102,587.00",566,727,"$3,144,813.00","1,604","$2,969,833.00",-,-, -,-, -,101,109,"$916,028.00",233,"$866,139.00",-,-, -,-, -
00761100,EQ SCHOOL OF HAIR DESIGN,IA,515017541,Proprietary,52,63,"$138,575.00",96,"$131,725.00",36,38,"$78,125.00",58,"$75,875.00",-,-, -,-, -,2,2,"$12,360.00",5,"$12,360.00",-,-, -,-, -
00761700,CARNEGIE INSTITUTE,MI,480831159,Proprietary,114,142,"$367,427.00",340,"$343,292.00",97,119,"$478,895.00",280,"$445,916.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00763200,UNIVERSITY OF BRISTOL,,BS8 1QU,Foreign-Public,6,6,"$25,000.00",18,"$25,000.00",6,6,"$16,500.00",18,"$16,500.00",30,30,"$570,955.00",79,"$570,955.00",4,4,"$126,997.00",12,"$126,997.00",25,25,"$755,976.00",66,"$755,976.00"
00763500,CAPITAL COMMUNITY COLLEGE,CT,061031207,Public,144,154,"$402,182.00",285,"$402,182.00",142,160,"$527,353.00",301,"$527,353.00",-,-, -,-, -,2,2,"$8,000.00",4,"$8,000.00",-,-, -,-, -
00764000,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,283030236,Public,"2,945","3,032","$9,442,710.00","14,363","$9,297,161.00","2,613","2,814","$10,168,830.00","13,576","$10,079,319.00",-,-, -,-, -,8,8,"$36,743.00",30,"$36,743.00",-,-, -,-, -
00764400,LAKE LAND COLLEGE,IL,619389366,Public,314,379,"$735,552.00",718,"$735,552.00",257,300,"$681,478.00",580,"$681,478.00",-,-, -,-, -,10,12,"$39,184.00",24,"$39,184.00",-,-, -,-, -
00764900,ROCKY MOUNTAIN COLLEGE OF ART + DESIGN,CO,802141433,Proprietary,982,"1,335","$4,379,677.00","2,430","$4,362,552.00","1,029","1,375","$5,723,653.00","2,493","$5,698,778.00",-,-, -,-, -,202,285,"$2,650,679.00",544,"$2,637,549.00",-,-, -,-, -
00765900,LA' JAMES COLLEGE OF HAIRSTYLING,IA,504013308,Proprietary,50,55,"$158,665.00",92,"$140,748.00",48,58,"$154,701.00",101,"$138,452.00",-,-, -,-, -,3,3,"$20,854.00",5,"$18,854.00",-,-, -,-, -
00766900,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,WI,538099778,Public,505,522,"$1,564,788.00","1,620","$1,442,109.00",283,296,"$1,020,169.00",921,"$947,097.00",-,-, -,-, -,5,5,"$23,800.00",10,"$23,800.00",-,-, -,-, -
00767800,SPARTAN COLLEGE OF AERONAUTICS AND TECHNOLOGY,OK,741155800,Proprietary,578,788,"$2,664,056.00","2,012","$2,588,464.00",599,841,"$3,173,033.00","2,211","$3,061,463.00",-,-, -,-, -,204,312,"$4,978,846.00",873,"$4,821,984.00",-,-, -,-, -
00767900,YORK UNIVERSITY,,M3J 1P3,Foreign-Public,28,28,"$112,495.00",46,"$112,495.00",33,34,"$146,255.00",57,"$146,255.00",11,13,"$210,956.00",21,"$210,956.00",5,5,"$112,664.00",9,"$112,664.00",5,6,"$112,025.00",9,"$112,025.00"
00768400,KISHWAUKEE COLLEGE,IL,601509699,Public,375,430,"$1,153,100.00",817,"$1,153,100.00",345,396,"$1,048,506.00",750,"$1,048,506.00",-,-, -,-, -,23,25,"$170,007.00",46,"$170,007.00",-,-, -,-, -
00768600,SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY,LA,711074795,Public,"1,610","1,658","$5,093,647.00","2,895","$5,043,897.00","1,502","1,748","$5,209,338.00","2,994","$5,162,338.00",-,-, -,-, -,109,114,"$601,274.00",204,"$581,573.00",-,-, -,-, -
00769000,KANKAKEE COMMUNITY COLLEGE,IL,609016505,Public,139,164,"$372,176.00",307,"$370,426.00",187,228,"$683,336.00",435,"$678,878.00",-,-, -,-, -,1,1,"$1,900.00",2,"$1,900.00",-,-, -,-, -
00769100,MCHENRY COUNTY COLLEGE,IL,600122761,Public,172,179,"$497,482.00",329,"$497,482.00",217,243,"$738,693.00",454,"$735,943.00",-,-, -,-, -,2,2,"$5,315.00",4,"$5,315.00",-,-, -,-, -
00769200,MORAINE VALLEY COMMUNITY COLLEGE,IL,604650937,Public,645,657,"$1,714,002.00","1,166","$1,714,002.00",819,867,"$2,710,992.00","1,555","$2,710,992.00",-,-, -,-, -,25,27,"$119,182.00",50,"$119,182.00",-,-, -,-, -
00769400,COLLEGE OF LAKE COUNTY,IL,600301198,Public,319,367,"$845,942.00",698,"$845,942.00",343,396,"$1,107,610.00",784,"$1,107,610.00",-,-, -,-, -,20,23,"$81,398.00",43,"$81,398.00",-,-, -,-, -
00770500,ROYAL COLLEGE OF SURGEONS IN IRELAND,,2,Foreign-Private,8,8,"$41,000.00",16,"$41,000.00",9,9,"$23,500.00",18,"$23,500.00",63,63,"$1,264,995.00",125,"$1,264,995.00",9,9,"$672,581.00",20,"$672,581.00",60,60,"$4,506,473.00",131,"$4,506,473.00"
00771300,SKYLINE COLLEGE,CA,940661698,Public,60,65,"$191,588.00",125,"$191,588.00",56,63,"$243,965.00",120,"$243,965.00",-,-, -,-, -,1,1,"$6,000.00",2,"$6,000.00",-,-, -,-, -
00771700,CAPRI COLLEGE,IA,528072622,Proprietary,91,115,"$351,449.00",209,"$330,509.00",91,115,"$282,387.00",211,"$269,523.00",-,-, -,-, -,11,13,"$47,483.00",25,"$47,114.00",-,-, -,-, -
00772900,COUNTY COLLEGE OF MORRIS,NJ,078692086,Public,894,894,"$2,545,968.00","1,429","$2,545,968.00",827,827,"$2,705,499.00","1,395","$2,700,749.00",-,-, -,-, -,35,36,"$198,281.00",48,"$198,281.00",-,-, -,-, -
00773000,ROWAN COLLEGE AT BURLINGTON COUNTY,NJ,080549416,Public,848,848,"$2,388,009.00","1,334","$2,388,009.00",895,895,"$2,767,419.00","1,441","$2,767,419.00",-,-, -,-, -,33,33,"$161,823.00",47,"$161,823.00",-,-, -,-, -
00773100,RARITAN VALLEY COMMUNITY COLLEGE,NJ,088761265,Public,417,623,"$1,292,915.00",652,"$1,282,665.00",476,737,"$1,691,625.00",785,"$1,677,375.00",-,-, -,-, -,18,22,"$95,115.00",27,"$93,115.00",-,-, -,-, -
00773800,SOUTHERN ARKANSAS UNIVERSITY TECH,AR,717011900,Public,203,214,"$520,333.00",404,"$520,333.00",99,101,"$222,845.00",189,"$222,845.00",-,-, -,-, -,4,5,"$17,754.00",11,"$17,754.00",-,-, -,-, -
00776400,SOUTHEAST TECHNICAL INSTITUTE,SD,571071301,Public,"1,295","1,358","$3,941,000.00","2,173","$3,941,000.00","1,397","1,507","$5,277,391.00","2,447","$5,277,391.00",-,-, -,-, -,60,66,"$515,529.00",111,"$515,529.00",-,-, -,-, -
00777900,LANSDALE SCHOOL OF BUSINESS,PA,194544114,Proprietary,134,148,"$496,148.00",236,"$403,921.00",104,107,"$353,962.00",164,"$280,958.00",-,-, -,-, -,2,2,"$19,600.00",5,"$17,100.00",-,-, -,-, -
00778000,NEW CASTLE SCHOOL OF TRADES,PA,161018739,Proprietary,290,359,"$1,108,021.00",883,"$1,063,067.00",265,314,"$961,523.00",759,"$931,299.00",-,-, -,-, -,31,37,"$220,868.00",91,"$216,729.00",-,-, -,-, -
00778100,BRIGHTWOOD CAREER INSTITUTE,PA,190083516,Proprietary,199,200,"$404,477.00",274,"$289,128.00",200,202,"$581,617.00",266,"$392,590.00",-,-, -,-, -,41,41,"$171,691.00",58,"$109,901.00",-,-, -,-, -
00778300,MIDDLE TENNESSEE SCHOOL OF ANESTHESIA,TN,371150417,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,169,221,"$4,469,516.00",549,"$4,469,516.00",-,-, -,-, -,135,176,"$5,139,483.00",445,"$5,139,483.00"
00781900,ART INSTITUTE OF PORTLAND (THE),OR,972092911,Proprietary,56,59,"$94,664.00",88,"$94,664.00",55,59,"$120,894.00",98,"$120,894.00",-,-, -,-, -,7,7,"$26,660.00",10,"$26,660.00",-,-, -,-, -
00783900,TRIANGLE TECH,PA,152143897,Proprietary,124,156,"$561,382.00",245,"$458,436.00",127,159,"$624,935.00",253,"$518,220.00",-,-, -,-, -,36,44,"$291,319.00",75,"$263,473.00",-,-, -,-, -
00784500,NEW ENGLAND INSTITUTE OF TECHNOLOGY,RI,028181205,Private-Nonprofit,"2,282","3,301","$8,538,572.00","6,045","$8,537,406.00","2,344","3,433","$9,138,052.00","6,302","$9,129,552.00",123,224,"$2,379,093.00",370,"$2,354,924.00",377,556,"$5,810,246.00","1,044","$5,802,829.00",13,22,"$133,566.00",33,"$133,566.00"
00787000,HILLSBOROUGH COMMUNITY COLLEGE,FL,336063572,Public,"5,525","5,704","$15,347,762.00","9,619","$15,338,090.00","5,296","5,530","$19,708,772.00","9,405","$19,688,529.00",-,-, -,-, -,35,38,"$299,895.00",68,"$299,895.00",-,-, -,-, -
00787100,GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS,AL,350772000,Public,"1,274","1,374","$4,010,232.00","2,436","$4,010,232.00","1,242","1,337","$5,189,116.00","2,370","$5,189,116.00",-,-, -,-, -,10,17,"$76,448.00",32,"$76,448.00",-,-, -,-, -
00787400,UNIVERSITY OF CALGARY,,T2N 1N4,Foreign-Public,16,16,"$69,932.00",31,"$68,182.00",15,15,"$73,568.00",30,"$73,568.00",9,9,"$91,997.00",25,"$85,164.00",4,4,"$73,556.00",8,"$73,556.00",1,1,"$8,884.00",3,"$8,884.00"
00788100,AMERICAN UNIVERSITY OF PARIS,,75007,Foreign-Private,122,122,"$533,247.00",221,"$533,247.00",139,139,"$455,638.00",254,"$455,638.00",56,56,"$967,811.00",120,"$967,811.00",80,87,"$2,664,587.00",178,"$2,664,587.00",33,33,"$919,573.00",113,"$919,573.00"
00789300,FLAGLER COLLEGE,FL,320854342,Private-Nonprofit,"1,388","1,684","$6,273,412.00","2,805","$6,117,578.00","1,521","1,840","$5,550,987.00","3,120","$5,399,490.00",3,3,"$50,350.00",4,"$40,000.00",330,373,"$4,771,442.00",648,"$4,687,619.00",-,-, -,-, -
00790000,BUTTE ACADEMY OF BEAUTY CULTURE,MT,597019197,Proprietary,20,21,"$61,282.00",42,"$61,282.00",16,17,"$61,185.00",32,"$61,185.00",-,-, -,-, -,1,1,"$6,345.00",2,"$6,345.00",-,-, -,-, -
00791100,VIRGIL'S BEAUTY COLLEGE,OK,744016802,Proprietary,13,14,"$32,146.00",25,"$32,146.00",12,12,"$21,532.00",20,"$21,532.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00791200,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,176023198,Public,498,514,"$1,169,164.00",891,"$1,167,414.00",506,514,"$1,672,910.00",900,"$1,669,686.00",-,-, -,-, -,40,41,"$324,750.00",73,"$324,750.00",-,-, -,-, -
00791600,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,172028895,Public,46,52,"$148,705.00",94,"$148,705.00",52,61,"$261,637.00",112,"$261,637.00",-,-, -,-, -,3,3,"$16,404.00",5,"$16,404.00",-,-, -,-, -
00792100,PAUL MITCHELL THE SCHOOL ARKANSAS,AR,727035318,Proprietary,77,98,"$297,827.00",182,"$286,577.00",82,104,"$337,118.00",201,"$326,117.00",-,-, -,-, -,1,1,"$4,000.00",2,"$4,000.00",-,-, -,-, -
00793000,CONCORDE CAREER COLLEGE,CA,921131962,Proprietary,574,684,"$2,193,130.00","1,481","$2,056,368.00",598,702,"$3,333,925.00","1,522","$3,105,677.00",-,-, -,-, -,105,115,"$944,760.00",233,"$867,020.00",-,-, -,-, -
00793300,FRONT RANGE COMMUNITY COLLEGE-WESTMINSTER CAMPUS,CO,800312199,Public,"4,146","4,152","$11,842,083.00","6,878","$11,807,208.00","3,709","3,713","$14,568,894.00","6,101","$14,534,768.00",-,-, -,-, -,63,63,"$841,272.00",117,"$841,272.00",-,-, -,-, -
00793600,LINCOLN COLLEGE OF TECHNOLOGY,MD,210461544,Proprietary,653,747,"$2,123,544.00","1,331","$1,947,603.00",653,871,"$2,669,881.00","1,561","$2,412,956.00",-,-, -,-, -,159,178,"$1,323,797.00",338,"$1,228,250.00",-,-, -,-, -
00793800,LINCOLN COLLEGE OF TECHNOLOGY,IN,462684198,Proprietary,"5,957","7,244","$22,522,845.00","12,838","$20,857,700.00","5,934","8,790","$25,380,710.00","15,539","$23,405,238.00",-,-, -,-, -,"1,916","2,383","$21,463,405.00","4,319","$19,305,235.00",-,-, -,-, -
00794100,SALON PROFESSIONAL ACADEMY (THE),IA,506135061,Proprietary,35,46,"$151,304.00",85,"$143,454.00",31,39,"$171,022.00",75,"$164,022.00",-,-, -,-, -,1,2,"$15,897.00",4,"$15,897.00",-,-, -,-, -
00794800,WILMINGTON UNIVERSITY,DE,197206491,Private-Nonprofit,"3,667","3,723","$14,183,040.00","6,881","$13,090,532.00","3,775","3,852","$19,747,851.00","7,092","$18,076,786.00","2,747","2,805","$40,437,133.00","5,538","$35,782,629.00",106,109,"$770,160.00",191,"$752,234.00",46,48,"$503,003.00",112,"$477,194.00"
00795000,WEST SHORE COMMUNITY COLLEGE,MI,494540000,Public,89,95,"$244,700.00",169,"$232,610.00",79,90,"$297,605.00",165,"$282,522.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00795400,NORMANDALE COMMUNITY COLLEGE,MN,554314399,Public,"1,781","2,025","$5,521,176.00","3,163","$5,521,176.00","1,884","2,107","$7,241,650.00","3,298","$7,241,650.00",-,-, -,-, -,10,11,"$95,664.00",17,"$95,664.00",-,-, -,-, -
00799300,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",CA,933111022,Public,"3,377","3,709","$12,975,163.00","6,063","$12,972,413.00","2,368","2,632","$9,924,331.00","4,316","$9,920,831.00",606,773,"$7,847,031.00","1,239","$7,847,031.00",77,87,"$690,528.00",155,"$690,528.00",5,7,"$28,236.00",8,"$28,236.00"
00803700,GATEWAY COMMUNITY COLLEGE,CT,065100000,Public,46,46,"$102,543.00",82,"$102,543.00",192,192,"$611,970.00",365,"$611,970.00",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
00803800,MIDDLESEX COMMUNITY COLLEGE,CT,064574889,Public,54,54,"$144,279.00",104,"$138,258.00",75,75,"$274,131.00",150,"$261,902.00",-,-, -,-, -,1,1,"$3,986.00",2,"$3,986.00",-,-, -,-, -
00806700,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT,LA,711303932,Public,20,21,"$85,266.00",28,"$85,266.00",26,30,"$171,911.00",42,"$171,911.00",719,933,"$28,118,809.00","1,419","$22,232,782.00",-,-, -,-, -,371,613,"$5,355,560.00",868,"$4,439,470.00"
